estacion_origen,estacion_destino,troncal_origen,troncal_destino,id_trazado_origen,id_trazado_destino,distancia_km_real,area_origen_m2,area_destino_m2,capacidad_origen,capacidad_destino,accesos_origen,accesos_destino,misma_troncal,hora_viaje,dia_semana,hora_pico,lluvia,nivel_retraso
Distrito Grafiti,El Tiempo – Cámara de Comercio de Bogotá,Américas,El_Dorado,TZ009,TZ016,3.31,347.145,289.44,272,240,1,1,0,20,2,0,0,Bajo
Rionegro,Calle 76 - San Felipe,Suba,Caracas,TZ003,TZ001,1.97,356.84,637.875,144,320,1,2,0,7,2,1,1,Alto
Museo Nacional,Portal Suba,Carrera_7,Suba,TZ019,TZ003,14.89,0.0,0.0,240,304,1,1,0,14,6,0,1,Medio
Biblioteca,Danubio,Tunal,Usme,TZ014,TZ013,3.15,0.0,996.0,60,304,1,2,0,14,3,0,0,Alto
Suba - AV. Boyacá,León XIII,Suba,Soacha,TZ003,TZ011,19.45,707.0,358.0,144,224,2,1,0,17,6,0,0,Alto
Gobernación,Consuelo,El_Dorado,Caracas_Sur,TZ016,TZ012,9.67,289.47,326.28,260,192,1,1,0,14,6,0,0,Medio
Tygua - San José,Las Aguas - Centro Colombo Americano,Calle_13,Eje_Ambiental,TZ007,TZ015,2.28,486.68,0.0,228,120,2,3,0,22,0,0,0,Medio
Country Sur,San Victorino,Carrera_10,Carrera_10,TZ018,TZ018,4.05,461.24,791.2,264,384,2,2,1,7,5,0,1,Bajo
De La Sabana,Ferias,Américas,Calle_80,TZ009,TZ005,9.51,385.88,183.0,168,152,2,1,0,7,0,1,0,Medio
Museo Nacional,CAN,Carrera_7,El_Dorado,TZ019,TZ016,4.83,0.0,289.44,240,260,1,1,0,20,1,0,0,Bajo
Portal Tunal,Portal Norte – Unicervantes,Tunal,Norte,TZ014,TZ002,23.02,0.0,0.0,152,210,2,1,0,14,4,0,0,Medio
San Victorino,Centro Memoria,Carrera_10,El_Dorado,TZ018,TZ016,2.16,791.2,520.04,384,260,2,2,0,4,2,0,1,Bajo
Universidades – CityU,Fucha,El_Dorado,Caracas_Sur,TZ016,TZ012,4.3,491.4,320.16,260,144,2,1,0,10,3,0,1,Alto
Alcalá – Colegio S. Tomás Dominicos,Consuelo,Norte,Caracas_Sur,TZ002,TZ012,19.61,820.76,326.28,392,192,2,1,0,20,1,0,1,Alto
AV. ElDorado,Suba - TV. 91,NQS,Suba,TZ008,TZ003,12.06,192.4,1095.56,260,264,1,2,0,11,2,0,0,Medio
Comuneros,Toberin - Foundever,Autopista_Sur,Norte,TZ010,TZ002,16.82,520.64,1206.0,252,552,2,1,0,17,3,1,0,Alto
Ferias,Calle 142,Calle_80,Norte,TZ005,TZ002,5.5,183.0,663.27,152,180,1,1,0,17,0,1,0,Medio
CAD,Niza - Calle 127,NQS,Suba,TZ008,TZ003,9.94,520.28,374.24,272,200,2,2,0,5,2,0,0,Medio
Carrera 47,Museo del Oro,Calle_80,Eje_Ambiental,TZ005,TZ015,8.52,620.0,0.0,304,144,1,2,0,18,6,0,0,Medio
Parque,Calle 146,Tunal,Norte,TZ014,TZ002,20.41,0.0,345.2,60,248,2,1,0,4,3,0,0,Alto
Nariño,Quinta Paredes,Caracas_Sur,El_Dorado,TZ012,TZ016,5.7,353.96,289.47,144,260,1,1,0,23,1,0,1,Alto
CAD,Las Nieves,NQS,Carrera_10,TZ008,TZ018,2.22,520.28,520.4,272,264,2,2,0,17,3,1,1,Medio
Normandía,Pradera - Plaza Central,El_Dorado,Américas,TZ016,TZ009,4.54,318.09,268.83,260,200,1,1,0,13,2,0,0,Bajo
Calle 72,Granja - Kr 77,Caracas,Calle_80,TZ001,TZ005,5.9,734.52,1540.0,0,392,2,2,0,5,5,0,0,Medio
Humedal Córdoba,Corferias,Suba,El_Dorado,TZ003,TZ016,8.31,357.6,424.28,156,252,1,1,0,5,0,0,0,Medio
Portal Norte – Unicervantes,Calle 19,Norte,Caracas,TZ002,TZ001,16.67,0.0,638.715,210,320,1,2,0,15,2,0,0,Medio
Portal Suba,Ricaurte - NQS,Suba,NQS,TZ003,TZ008,15.03,0.0,996.188,304,392,1,2,0,21,4,0,0,Medio
Hospital,Portal Suba,Caracas_Sur,Suba,TZ012,TZ003,16.9,369.48,0.0,96,304,2,1,0,15,5,0,0,Alto
Carrera 90,Humedal Córdoba,Calle_80,Suba,TZ005,TZ003,3.71,568.6,357.6,304,156,1,1,0,13,2,0,0,Bajo
AV. Jiménez - Caracas,Calle 85,Caracas,Norte,TZ001,TZ002,8.06,631.155,865.68,288,320,2,1,0,5,2,0,0,Bajo
Santa Isabel,Carrera 43 - Comapan,Autopista_Sur,Américas,TZ010,TZ009,2.35,357.04,385.8,240,168,1,2,0,8,3,1,1,Alto
Ricaurte - NQS,Las Aguas - Centro Colombo Americano,NQS,Eje_Ambiental,TZ008,TZ015,3.0,996.188,0.0,392,120,2,3,0,11,5,0,0,Medio
Bosa,Minuto de Dios,Autopista_Sur,Calle_80,TZ010,TZ005,14.88,504.32,576.0,272,296,2,1,0,12,6,0,0,Medio
Calle 100 - Marketmedios,Escuela Militar,Norte,Calle_80,TZ002,TZ005,1.63,814.44,488.0,392,272,2,1,0,13,3,0,1,Bajo
Humedal Córdoba,Guatoque - Veraguas,Suba,Calle_13,TZ003,TZ007,11.7,357.6,415.2,156,240,1,1,0,4,3,0,0,Medio
Héroes,Concejo de Bogotá,Norte,El_Dorado,TZ002,TZ016,5.18,669.6,491.52,264,260,1,1,0,17,1,1,0,Medio
Parque,Marsella,Tunal,Américas,TZ014,TZ009,6.85,0.0,521.145,60,320,2,1,0,6,2,1,0,Alto
Virrey,Tygua - San José,Norte,Calle_13,TZ002,TZ007,9.09,773.12,486.68,352,228,1,2,0,15,3,0,0,Bajo
Universidad Nacional,CAD,NQS,NQS,TZ008,TZ008,1.62,833.59966667,520.28,412,272,2,2,1,18,5,0,1,Bajo
San Martín,AV. 68,Suba,Calle_80,TZ003,TZ005,1.85,357.48,576.0,192,296,1,1,0,4,0,0,1,Medio
Calle 127,Escuela Militar,Norte,Calle_80,TZ002,TZ005,3.67,418.28,488.0,200,272,1,1,0,22,5,0,0,Bajo
Temporal Calle 22,Granja - Kr 77,Caracas,Calle_80,TZ001,TZ005,10.17,642.95,1540.0,320,392,2,2,0,20,5,0,1,Medio
Biblioteca,Museo Nacional,Tunal,Carrera_7,TZ014,TZ019,8.42,0.0,0.0,60,240,1,1,0,14,4,0,0,Medio
Flores – Areandina,Biblioteca Tintal,Caracas,Américas,TZ001,TZ009,10.84,384.125,896.4,192,304,2,2,0,17,2,1,0,Medio
Banderas,Suba - AV. Boyacá,Américas,Suba,TZ009,TZ003,12.73,0.0,707.0,608,144,2,2,0,6,3,1,0,Alto
Escuela Militar,Avenida Rojas - UNISALESIANA,Calle_80,El_Dorado,TZ005,TZ016,4.58,488.0,531.51,272,320,1,1,0,15,1,0,1,Bajo
Restrepo,Universidad Nacional,Caracas_Sur,NQS,TZ012,TZ008,6.62,480.68,833.59966667,200,412,2,2,0,15,6,0,0,Medio
Centro Memoria,Carrera 53,El_Dorado,Calle_80,TZ016,TZ005,6.82,520.04,183.0,260,152,2,1,0,18,0,1,0,Medio
AV. Boyacá,Granja - Kr 77,Calle_80,Calle_80,TZ005,TZ005,1.14,672.6,1540.0,304,392,1,2,1,16,4,0,0,Bajo
Alquería,San Facon Carrera 22,Autopista_Sur,Américas,TZ010,TZ009,5.54,357.0,520.64,204,272,1,2,0,17,0,1,0,Alto
AV. Jiménez - CL 13,CDS - Carrera 32,Eje_Ambiental,Américas,TZ015,TZ009,2.2,0.0,385.72,272,168,1,2,0,7,2,1,0,Medio
Portal El Dorado – C.C. Nuestro Bogotá,Banderas,El_Dorado,Américas,TZ016,TZ009,6.21,0.0,0.0,216,608,1,2,0,11,6,0,0,Bajo
Carrera 43 - Comapan,Venecia,Américas,Autopista_Sur,TZ009,TZ010,5.48,385.8,423.72,168,204,2,1,0,9,1,0,1,Medio
Concejo de Bogotá,Santa Isabel,El_Dorado,Autopista_Sur,TZ016,TZ010,3.67,491.52,357.04,260,240,1,1,0,16,4,0,1,Medio
Minuto de Dios,Fucha,Calle_80,Caracas_Sur,TZ005,TZ012,12.69,576.0,320.16,296,144,1,1,0,9,5,0,1,Alto
Universidades – CityU,Calle 26,El_Dorado,Caracas,TZ016,TZ001,1.44,491.4,638.82,260,0,2,2,0,17,4,1,1,Alto
Las Nieves,Puente Aranda,Carrera_10,Américas,TZ018,TZ009,4.0,520.4,356.8,264,168,2,1,0,23,6,0,1,Medio
Calle 26,Escuela Militar,Caracas,Calle_80,TZ001,TZ005,6.55,638.82,488.0,0,272,2,1,0,5,0,0,0,Medio
Puentelargo,Suba - Calle 116,Suba,Suba,TZ003,TZ003,0.71,357.44,386.4,200,200,1,1,1,4,5,0,1,Bajo
Suba - Calle 116,General Santander,Suba,Autopista_Sur,TZ003,TZ010,13.49,386.4,0.0,200,404,1,1,0,22,3,0,1,Alto
Ricaurte - CL 13,Polo - FINCOMERCIO,Américas,Calle_80,TZ009,TZ005,6.98,736.8,880.0,312,360,2,1,0,15,2,0,0,Bajo
Suba - AV. Boyacá,Polo - FINCOMERCIO,Suba,Calle_80,TZ003,TZ005,5.8,707.0,880.0,144,360,2,1,0,15,6,0,0,Medio
León XIII,AV. 68,Soacha,Calle_80,TZ011,TZ005,16.25,358.0,576.0,224,296,1,1,0,18,6,0,1,Alto
Biblioteca,Calle 45 - American School Way,Tunal,Caracas,TZ014,TZ001,9.71,0.0,638.89,60,320,1,2,0,17,2,1,1,Alto
Universidades – CityU,Calle 100 - Marketmedios,El_Dorado,Norte,TZ016,TZ002,8.88,491.4,814.44,260,392,2,2,0,19,1,1,0,Medio
Granja - Kr 77,Marsella,Calle_80,Américas,TZ005,TZ009,8.6,1540.0,521.145,392,320,2,1,0,12,0,0,0,Bajo
Calle 146,Universidad Nacional,Norte,NQS,TZ002,TZ008,10.93,345.2,833.59966667,248,412,1,2,0,16,3,0,0,Medio
Niza - Calle 127,San Martín,Suba,Suba,TZ003,TZ003,4.0,374.24,357.48,200,192,2,1,1,23,6,0,0,Bajo
Escuela Militar,San Bernardo,Calle_80,Carrera_10,TZ005,TZ018,9.62,488.0,462.84,272,264,1,2,0,14,6,0,0,Bajo
Puentelargo,Minuto de Dios,Suba,Calle_80,TZ003,TZ005,2.77,357.44,576.0,200,296,1,1,0,7,4,1,0,Medio
Terminal,Salitre - El Greco,Norte,El_Dorado,TZ002,TZ016,14.61,146.37,289.44,152,260,1,1,0,21,0,0,0,Medio
La Castellana,CDS - Carrera 32,NQS,Américas,TZ008,TZ009,7.38,657.2,385.72,232,168,1,2,0,11,6,0,1,Medio
Quirigua,Consuelo,Calle_80,Caracas_Sur,TZ005,TZ012,16.38,183.0,326.28,152,192,1,1,0,22,3,0,0,Alto
Universidades – CityU,Transversal 86,El_Dorado,Américas,TZ016,TZ009,9.95,491.4,347.13,260,240,2,1,0,14,3,0,1,Medio
Centro Memoria,León XIII,El_Dorado,Soacha,TZ016,TZ011,13.32,520.04,358.0,260,224,2,1,0,13,1,0,0,Medio
Bicentenario,Bosa,Carrera_10,Autopista_Sur,TZ018,TZ010,11.02,733.04,504.32,384,272,1,2,0,8,3,1,0,Alto
21 Ángeles,Banderas,Suba,Américas,TZ003,TZ009,13.63,376.6,0.0,144,608,1,2,0,6,1,1,0,Alto
Calle 100 - Marketmedios,Portal Sur - JFK Coop. Financiera,Norte,Autopista_Sur,TZ002,TZ010,15.7,814.44,0.0,392,228,2,2,0,14,6,0,1,Alto
Portal Sur - JFK Coop. Financiera,Distrito Grafiti,Autopista_Sur,Américas,TZ010,TZ009,7.26,0.0,347.145,228,272,2,1,0,23,3,0,0,Medio
NQS - Calle 30 S,Socorro,Autopista_Sur,Caracas_Sur,TZ010,TZ012,3.46,358.48,329.6,232,200,1,1,0,22,5,0,0,Medio
Normandía,Portal Norte – Unicervantes,El_Dorado,Norte,TZ016,TZ002,12.09,318.09,0.0,260,210,1,1,0,15,5,0,0,Medio
Tercer Milenio,Alquería,Caracas,Autopista_Sur,TZ001,TZ010,5.61,644.0,357.0,320,204,2,1,0,19,3,1,0,Alto
AV. Jiménez - Caracas,De La Sabana,Caracas,Américas,TZ001,TZ009,0.33,631.155,385.88,288,168,2,2,0,11,4,0,0,Bajo
Patio Bonito,Parque,Américas,Tunal,TZ009,TZ014,7.9,896.4,0.0,304,60,2,2,0,6,3,1,0,Alto
Alcalá – Colegio S. Tomás Dominicos,NQS - Calle 30 S,Norte,Autopista_Sur,TZ002,TZ010,15.86,820.76,358.48,392,232,2,1,0,10,3,0,0,Alto
AV. 39,Avenida Rojas - UNISALESIANA,Caracas,El_Dorado,TZ001,TZ016,5.91,644.0,531.51,312,320,2,1,0,7,1,1,0,Medio
Paloquemao,Distrito Grafiti,NQS,Américas,TZ008,TZ009,2.73,491.4,347.145,272,272,1,1,0,17,5,0,0,Bajo
La Castellana,CAN,NQS,El_Dorado,TZ008,TZ016,4.99,657.2,289.44,232,260,1,1,0,18,0,1,0,Medio
AV. Jiménez - CL 13,SENA,Eje_Ambiental,Autopista_Sur,TZ015,TZ010,3.55,0.0,400.04,272,304,1,1,0,17,6,0,0,Medio
CDS - Carrera 32,AV. Boyacá,Américas,Calle_80,TZ009,TZ005,8.68,385.72,672.6,168,304,2,1,0,12,1,0,0,Medio
Zona Industrial,Rionegro,Américas,Suba,TZ009,TZ003,7.66,385.16,356.84,168,144,2,1,0,13,2,0,0,Medio
Distrito Grafiti,Minuto de Dios,Américas,Calle_80,TZ009,TZ005,7.98,347.145,576.0,272,296,1,1,0,10,1,0,0,Bajo
Escuela Militar,Portal Américas,Calle_80,Américas,TZ005,TZ009,12.54,488.0,0.0,272,342,1,1,0,10,1,0,1,Medio
Temporal Marly,Salitre - El Greco,Caracas,El_Dorado,TZ001,TZ016,4.14,594.44,289.44,320,260,2,1,0,8,2,1,0,Medio
Puentelargo,Terreros - Hospital Cardio Vascular,Suba,Soacha,TZ003,TZ011,18.71,357.44,358.0,200,356,1,1,0,8,2,1,0,Alto
AV. 39,Temporal Calle 22,Caracas,Caracas,TZ001,TZ001,2.02,644.0,642.95,312,320,2,2,1,10,2,0,0,Bajo
Suba - TV. 91,Terreros - Hospital Cardio Vascular,Suba,Soacha,TZ003,TZ011,20.82,1095.56,358.0,264,356,2,1,0,11,1,0,1,Alto
San Diego,Suba - Calle 95,Carrera_10,Suba,TZ018,TZ003,8.26,1392.36,358.28,288,144,2,1,0,23,2,0,0,Medio
Alcalá – Colegio S. Tomás Dominicos,San Mateo - CC Unisur,Norte,Soacha,TZ002,TZ011,22.74,820.76,492.8,392,424,2,3,0,13,6,0,0,Medio
San Victorino,Gratamira,Carrera_10,Suba,TZ018,TZ003,14.06,791.2,357.4,384,144,2,1,0,10,4,0,0,Medio
Normandía,Zona Industrial,El_Dorado,Américas,TZ016,TZ009,5.65,318.09,385.16,260,168,1,2,0,20,0,0,0,Bajo
Virrey,Tercer Milenio,Norte,Caracas,TZ002,TZ001,9.08,773.12,644.0,352,320,1,2,0,12,0,0,0,Bajo
Calle 161,Temporal Calle 22,Norte,Caracas,TZ002,TZ001,14.98,517.86,642.95,96,320,1,2,0,15,0,0,1,Medio
Terminal,Temporal Calle 22,Norte,Caracas,TZ002,TZ001,18.01,146.37,642.95,152,320,1,2,0,23,2,0,0,Medio
Santa Isabel,Pradera - Plaza Central,Autopista_Sur,Américas,TZ010,TZ009,3.47,357.04,268.83,240,200,1,1,0,19,6,0,0,Medio
AV. Jiménez - CL 13,Temporal Marly,Eje_Ambiental,Caracas,TZ015,TZ001,4.07,0.0,594.44,272,320,1,2,0,11,1,0,1,Medio
Temporal Calle 57,Bosa,Caracas,Autopista_Sur,TZ001,TZ010,13.78,526.365,504.32,320,272,2,2,0,11,0,0,0,Medio
Calle 100 - Marketmedios,Carrera 53,Norte,Calle_80,TZ002,TZ005,2.2,814.44,183.0,392,152,2,1,0,18,0,1,1,Medio
Calle 40 Sur,AV. 1 Mayo,Caracas_Sur,Carrera_10,TZ012,TZ018,2.93,719.68,869.28,392,384,2,2,0,22,3,0,0,Medio
Movistar Arena,Flores – Areandina,NQS,Caracas,TZ008,TZ001,1.79,491.28,384.125,272,192,1,2,0,13,3,0,0,Bajo
Patio Bonito,Calle 106 - Maletas Explora,Américas,Norte,TZ009,TZ002,13.73,896.4,627.42,304,248,2,1,0,14,5,0,1,Medio
Patio Bonito,Suba - Calle 95,Américas,Suba,TZ009,TZ003,12.61,896.4,358.28,304,144,2,1,0,5,0,0,0,Medio
Campín - UAN,AV. Chile,NQS,NQS,TZ008,TZ008,2.37,491.28,694.56,272,344,2,2,1,16,5,0,0,Bajo
Transversal 86,Santa Lucía,Américas,Caracas_Sur,TZ009,TZ012,7.66,347.13,486.24,240,272,1,2,0,23,2,0,0,Medio
Policarpa,Virrey,Carrera_10,Norte,TZ018,TZ002,10.46,494.72,773.12,264,352,2,1,0,13,5,0,0,Bajo
Santa Isabel,AV. Jiménez - CL 13,Autopista_Sur,Eje_Ambiental,TZ010,TZ015,2.61,357.04,0.0,240,272,1,1,0,13,2,0,0,Medio
Gobernación,Modelia,El_Dorado,El_Dorado,TZ016,TZ016,4.25,289.47,288.87,260,260,1,1,1,20,0,0,0,Bajo
Humedal Córdoba,Museo del Oro,Suba,Eje_Ambiental,TZ003,TZ015,11.74,357.6,0.0,156,144,1,2,0,6,6,0,0,Medio
Nariño,Temporal Calle 57,Caracas_Sur,Caracas,TZ012,TZ001,7.03,353.96,526.365,144,320,1,2,0,18,5,0,0,Alto
Temporal Calle 22,Quirigua,Caracas,Calle_80,TZ001,TZ005,11.37,642.95,183.0,320,152,2,1,0,8,3,1,1,Alto
San Facon Carrera 22,Calle 72,Américas,Caracas,TZ009,TZ001,6.05,520.64,734.52,272,0,2,2,0,13,6,0,1,Medio
León XIII,Parque,Soacha,Tunal,TZ011,TZ014,6.93,358.0,0.0,224,60,1,2,0,15,2,0,0,Alto
CDS - Carrera 32,Suba - Calle 116,Américas,Suba,TZ009,TZ003,9.62,385.72,386.4,168,200,2,1,0,16,6,0,0,Medio
AV. Cali,Escuela Militar,Calle_80,Calle_80,TZ005,TZ005,4.52,568.6,488.0,304,272,1,1,1,14,2,0,0,Bajo
Portal 20 de Julio,Ricaurte - CL 13,Carrera_10,Américas,TZ018,TZ009,5.31,0.0,736.8,350,312,1,2,0,15,6,0,1,Medio
Las Aguas - Centro Colombo Americano,Temporal Marly,Eje_Ambiental,Caracas,TZ015,TZ001,3.89,0.0,594.44,120,320,3,2,0,8,0,1,1,Alto
Museo del Oro,NQS - Calle 38A S,Eje_Ambiental,Autopista_Sur,TZ015,TZ010,5.69,0.0,615.8,144,212,2,1,0,16,0,0,0,Alto
Banderas,General Santander,Américas,Autopista_Sur,TZ009,TZ010,4.57,0.0,0.0,608,404,2,1,0,11,6,0,0,Medio
San Bernardo,Niza - Calle 127,Carrera_10,Suba,TZ018,TZ003,13.61,462.84,374.24,264,200,2,2,0,22,2,0,0,Medio
Santa Lucía,Temporal Marly,Caracas_Sur,Caracas,TZ012,TZ001,9.8,486.24,594.44,272,320,2,2,0,11,3,0,0,Medio
Policarpa,Biblioteca Tintal,Carrera_10,Américas,TZ018,TZ009,9.87,494.72,896.4,264,304,2,2,0,17,1,1,0,Medio
General Santander,Universidades – CityU,Autopista_Sur,El_Dorado,TZ010,TZ016,7.01,0.0,491.4,404,260,1,2,0,19,5,0,0,Medio
Puentelargo,Ricaurte - NQS,Suba,NQS,TZ003,TZ008,9.55,357.44,996.188,200,392,1,2,0,8,6,0,0,Medio
SENA,Normandía,Autopista_Sur,El_Dorado,TZ010,TZ016,7.97,400.04,318.09,304,260,1,1,0,17,6,0,0,Medio
Calle 19,Minuto de Dios,Caracas,Calle_80,TZ001,TZ005,10.04,638.715,576.0,320,296,2,1,0,5,5,0,0,Bajo
Virrey,Fucha,Norte,Caracas_Sur,TZ002,TZ012,11.27,773.12,320.16,352,144,1,1,0,18,6,0,0,Alto
Calle 40 Sur,Alquería,Caracas_Sur,Autopista_Sur,TZ012,TZ010,2.59,719.68,357.0,392,204,2,1,0,9,2,0,0,Medio
La Castellana,Calle 146,NQS,Norte,TZ008,TZ002,6.36,657.2,345.2,232,248,1,1,0,19,3,1,0,Medio
Patio Bonito,Granja - Kr 77,Américas,Calle_80,TZ009,TZ005,10.56,896.4,1540.0,304,392,2,2,0,12,4,0,1,Medio
Portal Sur - JFK Coop. Financiera,Puente Aranda,Autopista_Sur,Américas,TZ010,TZ009,7.85,0.0,356.8,228,168,2,1,0,14,2,0,0,Medio
Hospital,Humedal Córdoba,Caracas_Sur,Suba,TZ012,TZ003,12.53,369.48,357.6,96,156,2,1,0,12,0,0,0,Alto
Rionegro,El Tiempo – Cámara de Comercio de Bogotá,Suba,El_Dorado,TZ003,TZ016,5.21,356.84,289.44,144,240,1,1,0,8,0,1,0,Alto
Carrera 43 - Comapan,Fucha,Américas,Caracas_Sur,TZ009,TZ012,4.43,385.8,320.16,168,144,2,1,0,20,3,0,0,Alto
De La Sabana,CAD,Américas,NQS,TZ009,TZ008,2.02,385.88,520.28,168,272,2,2,0,16,2,0,0,Bajo
Movistar Arena,San Diego,NQS,Carrera_10,TZ008,TZ018,4.42,491.28,1392.36,272,288,1,2,0,6,0,1,1,Medio
Country Sur,Quirigua,Carrera_10,Calle_80,TZ018,TZ005,15.09,461.24,183.0,264,152,2,1,0,17,4,1,0,Alto
Patio Bonito,Salitre - El Greco,Américas,El_Dorado,TZ009,TZ016,7.25,896.4,289.44,304,260,2,1,0,12,2,0,0,Bajo
Temporal Calle 34,Zona Industrial,Caracas,Américas,TZ001,TZ009,3.21,526.4,385.16,320,168,2,2,0,18,6,0,0,Bajo
Marsella,AV. 68,Américas,Calle_80,TZ009,TZ005,8.33,521.145,576.0,320,296,1,1,0,4,5,0,0,Bajo
CAD,General Santander,NQS,Autopista_Sur,TZ008,TZ010,6.03,520.28,0.0,272,404,2,1,0,7,2,1,0,Alto
Calle 161,Gobernación,Norte,El_Dorado,TZ002,TZ016,12.26,517.86,289.47,96,260,1,1,0,22,1,0,0,Medio
21 Ángeles,Perdomo,Suba,Autopista_Sur,TZ003,TZ010,18.11,376.6,396.96,144,200,1,1,0,6,6,0,1,Alto
AV. Jiménez - Caracas,Las Nieves,Caracas,Carrera_10,TZ001,TZ018,0.76,631.155,520.4,288,264,2,2,0,10,2,0,1,Bajo
Temporal Calle 34,La Despensa,Caracas,Soacha,TZ001,TZ011,13.46,526.4,358.0,320,224,2,1,0,20,0,0,0,Medio
AV. 39,Terreros - Hospital Cardio Vascular,Caracas,Soacha,TZ001,TZ011,15.1,644.0,358.0,312,356,2,1,0,20,4,0,0,Alto
Portal Usme,Polo - FINCOMERCIO,Usme,Calle_80,TZ013,TZ005,16.56,0.0,880.0,210,360,1,1,0,7,1,1,0,Alto
21 Ángeles,Alquería,Suba,Autopista_Sur,TZ003,TZ010,16.78,376.6,357.0,144,204,1,1,0,18,5,0,0,Alto
Restrepo,Héroes,Caracas_Sur,Norte,TZ012,TZ002,10.62,480.68,669.6,200,264,2,1,0,6,6,0,0,Medio
Mandalay,Policarpa,Américas,Carrera_10,TZ009,TZ018,7.81,347.115,494.72,240,264,1,2,0,6,5,0,1,Medio
Calle 100 - Marketmedios,AV. Boyacá,Norte,Calle_80,TZ002,TZ005,3.44,814.44,672.6,392,304,2,1,0,6,1,1,0,Medio
Nariño,Puente Aranda,Caracas_Sur,Américas,TZ012,TZ009,4.54,353.96,356.8,144,168,1,1,0,19,1,1,1,Alto
NQS - Calle 30 S,AV. Boyacá,Autopista_Sur,Calle_80,TZ010,TZ005,11.54,358.48,672.6,232,304,1,1,0,12,0,0,1,Alto
AV. 68,Calle 63,Calle_80,Caracas,TZ005,TZ001,4.55,576.0,656.6,296,0,1,2,0,7,1,1,0,Medio
Portal 80,Mazurén,Calle_80,Norte,TZ005,TZ002,7.33,0.0,552.416,165,248,1,1,0,20,6,0,0,Bajo
Puente Aranda,Socorro,Américas,Caracas_Sur,TZ009,TZ012,7.17,356.8,329.6,168,200,1,1,0,6,3,1,0,Alto
Socorro,De La Sabana,Caracas_Sur,Américas,TZ012,TZ009,6.63,329.6,385.88,200,168,1,2,0,23,5,0,0,Medio
Portal Américas,Calle 161,Américas,Norte,TZ009,TZ002,18.67,0.0,517.86,342,96,1,1,0,22,1,0,0,Alto
Zona Industrial,Granja - Kr 77,Américas,Calle_80,TZ009,TZ005,8.77,385.16,1540.0,168,392,2,2,0,12,2,0,0,Medio
Santa Isabel,Hospital,Autopista_Sur,Caracas_Sur,TZ010,TZ012,1.96,357.04,369.48,240,96,1,2,0,21,0,0,0,Alto
Quiroga,Niza - Calle 127,Caracas_Sur,Suba,TZ012,TZ003,15.74,345.4,374.24,144,200,1,2,0,8,1,1,0,Alto
Pepe Sierra,Temporal Marly,Norte,Caracas,TZ002,TZ001,6.85,418.48,594.44,200,320,1,2,0,14,3,0,1,Bajo
Museo Nacional,Olaya,Carrera_7,Caracas_Sur,TZ019,TZ012,5.85,0.0,307.28,240,296,1,1,0,22,4,0,0,Medio
Portal Norte – Unicervantes,La Castellana,Norte,NQS,TZ002,TZ008,9.02,0.0,657.2,210,232,1,1,0,8,4,1,0,Medio
Flores – Areandina,Calle 40 Sur,Caracas,Caracas_Sur,TZ001,TZ012,10.83,384.125,719.68,192,392,2,2,0,19,4,1,1,Alto
Niza - Calle 127,Campín - UAN,Suba,NQS,TZ003,TZ008,7.44,374.24,491.28,200,272,2,2,0,20,3,0,1,Medio
Ricaurte - NQS,Calle 26,NQS,Caracas,TZ008,TZ001,2.47,996.188,638.82,392,0,2,2,0,6,2,1,0,Medio
Calle 26,Ricaurte - CL 13,Caracas,Américas,TZ001,TZ009,2.07,638.82,736.8,0,312,2,2,0,22,6,0,0,Medio
Tygua - San José,Escuela Militar,Calle_13,Calle_80,TZ007,TZ005,8.68,486.68,488.0,228,272,2,1,0,12,1,0,0,Bajo
Mazurén,Niza - Calle 127,Norte,Suba,TZ002,TZ003,3.58,552.416,374.24,248,200,1,2,0,17,1,1,1,Medio
Calle 45 - American School Way,Virrey,Caracas,Norte,TZ001,TZ002,5.05,638.89,773.12,320,352,2,1,0,11,5,0,0,Bajo
Temporal Marly,Transversal 86,Caracas,Américas,TZ001,TZ009,9.46,594.44,347.13,320,240,2,1,0,6,4,1,0,Medio
Avenida Rojas - UNISALESIANA,Quinta Paredes,El_Dorado,El_Dorado,TZ016,TZ016,3.22,531.51,289.47,320,260,1,1,1,20,6,0,1,Bajo
Pepe Sierra,Flores – Areandina,Norte,Caracas,TZ002,TZ001,4.88,418.48,384.125,200,192,1,2,0,15,5,0,0,Bajo
Marsella,Suba - AV. Boyacá,Américas,Suba,TZ009,TZ003,11.89,521.145,707.0,320,144,1,2,0,16,0,0,0,Medio
Portal 20 de Julio,Bosa,Carrera_10,Autopista_Sur,TZ018,TZ010,9.96,0.0,504.32,350,272,1,2,0,4,4,0,0,Medio
Country Sur,Consuelo,Carrera_10,Caracas_Sur,TZ018,TZ012,3.06,461.24,326.28,264,192,2,1,0,22,0,0,0,Medio
Hortúa,Carrera 47,Caracas_Sur,Calle_80,TZ012,TZ005,9.85,401.8,620.0,192,304,2,1,0,10,4,0,0,Medio
Ricaurte - CL 13,Mandalay,Américas,Américas,TZ009,TZ009,5.97,736.8,347.115,312,240,2,1,1,21,1,0,0,Bajo
Danubio,Transversal 86,Usme,Américas,TZ013,TZ009,10.65,996.0,347.13,304,240,2,1,0,18,5,0,1,Alto
Universidad Nacional,San Victorino,NQS,Carrera_10,TZ008,TZ018,4.02,833.59966667,791.2,412,384,2,2,0,12,5,0,0,Bajo
